subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_length,ideal_accuracy,r,stim_reliability_level
5,visual,different_sds,1,3,0,-2.443366044,0.135,2,235.9993407,1,2,4
5,visual,different_sds,1,3,1,1.91292682,0.135,1,20.91535036,1,2,4
5,visual,different_sds,1,3,0,-0.303756963,0.067,2,251.452412,1,2,3
6,visual,different_sds,1,1,0,-1.042013064,0.135,2,177.8604223,1,4,4
6,visual,different_sds,1,2,0,7.064616697,0.067,2,203.4265418,0,3,3
6,visual,different_sds,1,1,0,-4.908185567,0.033,2,48.99225603,1,4,1
6,visual,different_sds,2,1,0,1.573371954,0.033,1,272.9100212,0,5,1
6,visual,different_sds,1,3,0,0.197440578,0.033,2,295.3632207,1,2,1
6,visual,different_sds,1,1,0,0.279109721,0.067,2,155.5879359,1,4,3
7,visual,different_sds,2,1,1,-4.342177382,0.033,2,146.5788283,0,5,1
7,visual,different_sds,1,2,1,-0.714296937,0.135,1,213.3057054,1,3,4
7,visual,different_sds,2,2,1,-6.795137028,0.135,2,255.7756408,1,6,4
7,visual,different_sds,1,3,1,2.793008065,0.135,1,252.7929708,1,2,4
7,visual,different_sds,2,2,0,-2.967693474,0.135,1,325.7494994,0,6,4
7,visual,different_sds,2,4,1,12.32495044,0.135,2,41.6733407,1,8,4
8,visual,different_sds,2,1,1,-7.427577271,0.135,2,294.4523018,1,5,4
